Date,Month,Year,Area,FPO,SITENAME,Plot,SpeciesName,SpeciesCount,NumofThrowTraps,SpeciesDensity
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSC,TSC,Utricularia spp.,NA,7,NA
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSD,TSD,Fundulus confluentus,1,7,0.1429
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSD,TSD,Lepomis spp.,1,7,0.1429
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSD,TSD,Fundulus chrysotus,2,7,0.2857
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSD,TSD,Gambusia holbrooki,4,7,0.5714
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSD,TSD,Elassoma evergladei,11,7,1.5714
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSD,TSD,Lucania goodei,27,7,3.8571
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Belostoma spp.,1,7,0.1429
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Coleoptera,1,7,0.1429
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Erythemis simplicicollis,1,7,0.1429
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Gerris spp.,1,7,0.1429
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Physella spp.,1,7,0.1429
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Coenagrionidae,2,7,0.2857
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Pomacea paludosa,2,7,0.2857
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Celithemis eponina,7,7,1
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Procambarus spp.,12,7,1.7143
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Pelocoris femoratus,15,7,2.1429
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSD,TSD,Palaemonetes paludosus,22,7,3.1429
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSD,TSD,Paspalidium geminatum,5,7,0.7143
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSD,TSD,Cladium jamaicense,41,7,5.8571
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSD,TSD,Saggitaria spp.,107,7,15.2857
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSD,TSD,Rhynchospora tracyi,184,7,26.2857
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSD,TSD,Eleocharis spp.,315,7,45
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSD,TSD,Utricularia spp.,NA,7,NA
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSE,TSE,Unidentified Fish,1,7,0.1429
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSE,TSE,Fundulus chrysotus,2,7,0.2857
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSE,TSE,Gambusia holbrooki,4,7,0.5714
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSE,TSE,Elassoma evergladei,6,7,0.8571
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSE,TSE,Jordanella floridae,6,7,0.8571
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSE,TSE,Fundulus confluentus,8,7,1.1429
2003-07-01,July,2003,Taylor,Fish,Taylor Slough_Site TSE,TSE,Lucania goodei,10,7,1.4286
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSE,TSE,Cybister spp.,1,7,0.1429
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSE,TSE,Coleoptera,2,7,0.2857
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSE,TSE,Palaemonetes paludosus,2,7,0.2857
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSE,TSE,Hirudinea,4,7,0.5714
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSE,TSE,Oligochaeta,4,7,0.5714
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSE,TSE,Procambarus spp.,13,7,1.8571
2003-07-01,July,2003,Taylor,Other,Taylor Slough_Site TSE,TSE,Pelocoris femoratus,33,7,4.7143
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSE,TSE,Nymphaea odorata,4,7,0.5714
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSE,TSE,Rhynchospora tracyi,25,7,3.5714
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSE,TSE,Cladium jamaicense,50,7,7.1429
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSE,TSE,Saggitaria spp.,58,7,8.2857
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSE,TSE,Eleocharis spp.,167,7,23.8571
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSE,TSE,Chara spp.,NA,7,NA
2003-07-01,July,2003,Taylor,Plants,Taylor Slough_Site TSE,TSE,Utricularia spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Jordanella floridae,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Enneacanthus gloriosus,2,7,0.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Lepomis punctatus,2,7,0.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Elassoma evergladei,3,7,0.4286
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Fundulus chrysotus,7,7,1
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Gambusia holbrooki,8,7,1.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Heterandria formosa,16,7,2.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023A,23A,Lucania goodei,17,7,2.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Coenagrionidae,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Hyla cineria tp,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Libellula needhami,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Pomacea paludosa,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Procambarus spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Coleoptera,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Coryphaeschna ingens,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Celithemis eponina,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Planorbella duryi,4,7,0.5714
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Planorbella scalaris,9,7,1.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Pelocoris femoratus,10,7,1.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023A,23A,Palaemonetes paludosus,31,7,4.4286
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Saggitaria spp.,4,7,0.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Hymenocallis latifolia,14,7,2
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Rhynchospora tracyi,42,7,6
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Panicum hemitomon,49,7,7
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Potamogeton illinoensis,257,7,36.7143
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Eleocharis spp.,349,7,49.8571
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Chara spp.,NA,7,NA
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023A,23A,Utricularia spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Lepomis microlophus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Enneacanthus gloriosus,2,7,0.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Elassoma evergladei,5,7,0.7143
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Fundulus chrysotus,6,7,0.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Lepomis punctatus,6,7,0.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Gambusia holbrooki,7,7,1
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Heterandria formosa,8,7,1.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023B,23B,Lucania goodei,21,7,3
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Coleoptera,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Libellula needhami,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Notophthalmus viridescens,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Pelocoris femoratus,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Pomacea paludosa,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Procambarus spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Planorbella duryi,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Celithemis eponina,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Planorbella scalaris,8,7,1.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023B,23B,Palaemonetes paludosus,10,7,1.4286
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023B,23B,Cladium jamaicense,7,7,1
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023B,23B,Rhynchospora tracyi,59,7,8.4286
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023B,23B,Eleocharis spp.,235,7,33.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023B,23B,Chara spp.,NA,7,NA
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023B,23B,Utricularia spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Aphredoderus sayanus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Hemichromis bimaculatus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Jordanella floridae,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Lepomis gulosus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Poecilia latipinna,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Lepomis punctatus,3,7,0.4286
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Gambusia holbrooki,5,7,0.7143
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Elassoma evergladei,6,7,0.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Enneacanthus gloriosus,6,7,0.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Heterandria formosa,8,7,1.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Fundulus chrysotus,13,7,1.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 023C,23C,Lucania goodei,42,7,6
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023C,23C,Belostoma spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023C,23C,Celithemis eponina,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023C,23C,Procambarus spp.,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023C,23C,Pelocoris femoratus,5,7,0.7143
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023C,23C,Planorbella scalaris,10,7,1.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 023C,23C,Palaemonetes paludosus,20,7,2.8571
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023C,23C,Rhynchospora tracyi,2,7,0.2857
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023C,23C,Saggitaria spp.,8,7,1.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023C,23C,Pontedaria spp.,23,7,3.2857
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023C,23C,Eleocharis spp.,168,7,24
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023C,23C,Chara spp.,NA,7,NA
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 023C,23C,Utricularia spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Belenesox belizanus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Oreochromis aureus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Cichlasoma uropthalmus,2,7,0.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Fundulus chrysotus,5,7,0.7143
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Lepomis punctatus,6,7,0.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Fundulus confluentus,7,7,1
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Elassoma evergladei,10,7,1.4286
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Gambusia holbrooki,14,7,2
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Poecilia latipinna,15,7,2.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Jordanella floridae,51,7,7.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Lucania goodei,83,7,11.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037A,37A,Heterandria formosa,173,7,24.7143
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Arigomphus pallidus,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Erythemis simplicicollis,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Physella spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Planorbella trivolis,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Siren lacertina,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Celithemis eponina,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Coryphaeschna ingens,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Gerris spp.,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Planorbella scalaris,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Belostoma spp.,4,7,0.5714
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Coenagrionidae,4,7,0.5714
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Pomacea paludosa,7,7,1
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Rana spp.,7,7,1
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Planorbella duryi,8,7,1.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Brachymesia gravida,10,7,1.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Libellula needhami,13,7,1.8571
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Procambarus spp.,13,7,1.8571
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Pelocoris femoratus,27,7,3.8571
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037A,37A,Palaemonetes paludosus,246,7,35.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Sesuvium spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Hymenocallis latifolia,2,7,0.2857
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Mikania scandens,2,7,0.2857
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Rhynchospora tracyi,16,7,2.2857
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Paspalidium geminatum,17,7,2.4286
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Saggitaria spp.,44,7,6.2857
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Panicum hemitomon,81,7,11.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Leersia hexandra,84,7,12
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Eleocharis spp.,8200,7,1171.4286
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Chara spp.,NA,7,NA
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037A,37A,Utricularia spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037B,37B,Fundulus confluentus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037B,37B,Lepomis punctatus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037B,37B,Cichlasoma uropthalmus,5,7,0.7143
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037B,37B,Gambusia holbrooki,6,7,0.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037B,37B,Jordanella floridae,8,7,1.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037B,37B,Lucania goodei,38,7,5.4286
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037B,37B,Heterandria formosa,69,7,9.8571
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Belostoma spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Coenagrionidae,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Gerris spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Planorbella scalaris,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Pomacea paludosa,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Porifera,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Procambarus spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Celithemis eponina,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Planorbella duryi,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Rana spp.,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Brachymesia gravida,4,7,0.5714
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Libellula needhami,17,7,2.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Pelocoris femoratus,22,7,3.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037B,37B,Palaemonetes paludosus,76,7,10.8571
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Panicum hemitomon,1,7,0.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Paspalidium geminatum,1,7,0.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Crinum americanum,18,7,2.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Rhynchospora tracyi,18,7,2.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Cladium jamaicense,71,7,10.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Eleocharis spp.,3136,7,448
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Chara spp.,NA,7,NA
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037B,37B,Utricularia spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Ameriurus natalis,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Poecilia latipinna,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Noturus gyrinus,2,7,0.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Cichlasoma uropthalmus,4,7,0.5714
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Fundulus chrysotus,6,7,0.8571
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Fundulus confluentus,7,7,1
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Jordanella floridae,12,7,1.7143
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Gambusia holbrooki,21,7,3
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Lucania goodei,82,7,11.7143
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 037C,37C,Heterandria formosa,93,7,13.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Acris gryllus tp,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Gerris spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Pelocoris femoratus,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Siren lacertina,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Coryphaeschna ingens,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Rana spp.,2,7,0.2857
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Celithemis eponina,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Coenagrionidae,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Pomacea paludosa,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Planorbella scalaris,8,7,1.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Brachymesia gravida,10,7,1.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Libellula needhami,14,7,2
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Planorbella duryi,15,7,2.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Procambarus spp.,20,7,2.8571
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 037C,37C,Palaemonetes paludosus,168,7,24
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Cladium jamaicense,7,7,1
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Saggitaria spp.,7,7,1
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Paspalidium geminatum,9,7,1.2857
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Leersia hexandra,39,7,5.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Rhynchospora tracyi,62,7,8.8571
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Panicum hemitomon,67,7,9.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Eleocharis spp.,13528,7,1932.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Bacopa caroliniana,NA,7,NA
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 037C,37C,Chara spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050A,50A,Fundulus chrysotus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050A,50A,Fundulus confluentus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050A,50A,Lucania goodei,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050A,50A,Noturus gyrinus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050A,50A,Jordanella floridae,2,7,0.2857
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050A,50A,Cichlasoma uropthalmus,3,7,0.4286
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050A,50A,Aphylla williamsoni,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050A,50A,Belostoma spp.,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050A,50A,Celithemis eponina,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050A,50A,Planorbella duryi,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050A,50A,Palaemonetes paludosus,5,7,0.7143
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050A,50A,Pelocoris femoratus,6,7,0.8571
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050A,50A,Procambarus spp.,8,7,1.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Aeschynomene pratensis,1,7,0.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Saggitaria spp.,3,7,0.4286
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Panicum hemitomon,11,7,1.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Cladium jamaicense,25,7,3.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Rhynchospora tracyi,47,7,6.7143
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Eleocharis spp.,185,7,26.4286
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Bacopa caroliniana,NA,7,NA
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050A,50A,Utricularia spp.,NA,7,NA
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050B,50B,Cichlasoma uropthalmus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050B,50B,Fundulus confluentus,1,7,0.1429
2003-10-01,October,2003,Shark,Fish,Shark Slough_Site 050B,50B,Jordanella floridae,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050B,50B,Planorbella duryi,1,7,0.1429
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050B,50B,Pelocoris femoratus,4,7,0.5714
2003-10-01,October,2003,Shark,Other,Shark Slough_Site 050B,50B,Procambarus spp.,11,7,1.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050B,50B,Saggitaria spp.,4,7,0.5714
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050B,50B,Panicum hemitomon,8,7,1.1429
2003-10-01,October,2003,Shark,Plants,Shark Slough_Site 050B,50B,Eleocharis spp.,35,7,5
