"SITE","DATE","YEAR","Species.Tree","Tree_DBH","Tree_Height","meanWD","AGB","geometry"
"SRS5",2001-05-01,2001-01-01,"R",691,"5.05",0.897714285714286,807.189037341352,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",818,"3.74",0.897714285714286,1167.00035703355,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",800,"4.27",0.897714285714286,1111.7912479561,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",703,"4.32",0.897714285714286,838.231924296609,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",770,"4.49",0.897714285714286,1022.87377639702,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",670,"4.28",0.897714285714286,754.341325494078,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",64,"7.77",0.897714285714286,3.37360504525112,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",766,"4.96",0.897714285714286,1011.3103167694,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",806,"4.98",0.897714285714286,1130.0392720261,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",789,"7.13",0.897714285714286,1078.73887772081,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",499,"3.52",0.897714285714286,393.429871279246,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",590,"3.82",0.897714285714286,570.170213515548,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",666,"3.53",0.897714285714286,744.488004517014,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",744,"3.56",0.897714285714286,948.938530572525,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",536,"5.11",0.897714285714286,461.114590320449,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",706,"5.85",0.897714285714286,846.088691658487,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",668,"6.25",0.897714285714286,749.406155545134,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",812,"9.31",0.897714285714286,1148.44228802661,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",834,"8.03",0.897714285714286,1217.24702877559,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",727,"5.82",0.897714285714286,902.162994165071,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",67,"7.38",0.897714285714286,3.76734111854978,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",700,"5.29",0.897714285714286,830.413586332046,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",539,"3.25",0.897714285714286,466.85265659218,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",657,"8.7",0.897714285714286,722.566834147845,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",766,"8.79",0.897714285714286,1011.3103167694,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",224,"10.59",0.897714285714286,64.4007433783745,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",156,"7.57",0.897714285714286,27.8903117681736,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",832,"5.23",0.897714285714286,1210.90583552576,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",599,"4.49",0.897714285714286,589.537931175925,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",80,"5.37",0.897714285714286,5.76537237047174,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",806,"5.59",0.897714285714286,1130.0392720261,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",575,"4.06",0.897714285714286,538.648868192235,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",706,"6.12",0.897714285714286,846.088691658487,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",702,"3.72",0.897714285714286,835.621542254017,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",504,"4.26",0.897714285714286,402.243698085805,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",618,"5.22",0.897714285714286,631.548030455904,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",639,"8.05",0.897714285714286,679.75677861483,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",108,"8.64",0.897714285714286,11.7675911172909,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",691,"6.42",0.897714285714286,807.189037341352,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",618,"6.59",0.897714285714286,631.548030455904,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",782,"8.31",0.897714285714286,1057.97649689864,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",641,"9.56",0.897714285714286,684.445547364017,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",101,"6.59",0.897714285714286,10.0417866245333,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",359,"7.25",0.897714285714286,188.300127988386,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",141,"6.76",0.897714285714286,22.0272736039279,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",193,"8.2",0.897714285714286,45.6973417166774,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",200,"12.22",0.897714285714286,49.6145925758404,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",718,"6.49",0.897714285714286,877.900272903646,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",747,"4.91",0.897714285714286,957.321553222195,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",645,"8.2",0.897714285714286,693.873988985667,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",197,"-9999",0.897714285714286,47.9140913625149,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",150,"8.43",0.897714285714286,25.4530260903897,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",709,"9.01",0.897714285714286,853.983899393445,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",60,"11.43",0.897714285714286,2.88676051813966,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",662,"-9999",0.897714285714286,734.702744386372,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",693,"-9999",0.897714285714286,812.320182891063,c(-81.03234716, 25.37702258)
"SRS5",2001-05-01,2001-01-01,"R",529,"-9999",0.897714285714286,447.871937975601,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",67,"5",0.897714285714286,3.76734111854978,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",682,"4.9",0.897714285714286,784.309946677922,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",310,"3.5",0.897714285714286,135.15527237771,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",501,"3",0.897714285714286,396.942952026165,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",717,"4.3",0.897714285714286,875.22579965428,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",207,"6.2",0.897714285714286,53.7094661189636,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",577,"-9999",0.897714285714286,542.797015289519,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",47,"-9999",0.897714285714286,1.59516596167206,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",810,"-9999",0.897714285714286,1142.29072423753,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",816,"-9999",0.897714285714286,1160.79710220211,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",651,"-9999",0.897714285714286,708.143971894492,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",691,"-9999",0.897714285714286,807.189037341352,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",647,"6.3",0.897714285714286,698.613669908465,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",6,"-9999",0.897714285714286,0.00864139822085688,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",34,"-9999",0.897714285714286,0.720380364059412,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",242,"-9999",0.897714285714286,76.887475365058,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",84,"-9999",0.897714285714286,6.47811809259972,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",317,"-9999",0.897714285714286,142.168137878484,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",166,"-9999",0.897714285714286,32.2285327430514,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",590,"-9999",0.897714285714286,570.170213515548,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",686,"5.1",0.897714285714286,794.435802204791,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",793,"6.8",0.897714285714286,1090.69769582849,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",730,"6",0.897714285714286,910.327582470689,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",29,"7.4",0.897714285714286,0.485757707949273,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",686,"4.8",0.897714285714286,794.435802204791,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",592,"5.7",0.897714285714286,574.444641697189,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",777,"6.2",0.897714285714286,1043.2751763913,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",806,"4.3",0.897714285714286,1130.0392720261,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",608,"4.5",0.897714285714286,609.247366289731,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",590,"4.6",0.897714285714286,570.170213515548,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",18,"-9999",0.897714285714286,0.146965658171349,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",352,"-9999",0.897714285714286,180.125874086587,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",702,"-9999",0.897714285714286,835.621542254017,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",757,"-9999",0.897714285714286,985.543644608743,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",539,"-9999",0.897714285714286,466.85265659218,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",583,"-9999",0.897714285714286,555.342404219959,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",706,"-9999",0.897714285714286,846.088691658487,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",670,"-9999",0.897714285714286,754.341325494078,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",77,"-9999",0.897714285714286,5.26144445953981,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",134,"-9999",0.897714285714286,19.5516048950818,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",686,"-9999",0.897714285714286,794.435802204791,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",794,"-9999",0.897714285714286,1093.69815343924,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",731,"-9999",0.897714285714286,913.057672343557,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",29,"-9999",0.897714285714286,0.485757707949273,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",686,"-9999",0.897714285714286,794.435802204791,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",592,"-9999",0.897714285714286,574.444641697189,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",779,"-9999",0.897714285714286,1049.14281255398,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",806,"-9999",0.897714285714286,1130.0392720261,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",608,"-9999",0.897714285714286,609.247366289731,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",590,"-9999",0.897714285714286,570.170213515548,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",610,"-9999",0.897714285714286,613.673689484535,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",160,"-9999",0.897714285714286,29.5839991982309,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",45,"-9999",0.897714285714286,1.43444169874269,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2002-05-19,2002-01-01,"R",666,"-9999",0.897714285714286,744.488004517014,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",771,"5.9",0.897714285714286,1025.77537641957,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",606,"4.3",0.897714285714286,604.837938892166,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",719,"7.4",0.897714285714286,880.579022060114,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",47,"8",0.897714285714286,1.59516596167206,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2000-12-16,2000-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",781,"-9999",0.897714285714286,1055.02763768603,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",92,"-9999",0.897714285714286,8.04601625417065,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",724,"-9999",0.897714285714286,894.036919958094,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",759,"-9999",0.897714285714286,991.239532687702,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",236,"-9999",0.897714285714286,72.5908849557164,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",793,"-9999",0.897714285714286,1090.69769582849,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",105,"-9999",0.897714285714286,11.0091599377341,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",105,"-9999",0.897714285714286,11.0091599377341,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",124,"-9999",0.897714285714286,16.2973734073686,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",62,"-9999",0.897714285714286,3.12477860364321,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",592,"-9999",0.897714285714286,574.444641697189,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",796,"-9999",0.897714285714286,1099.71197445482,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",31,"-9999",0.897714285714286,0.573189282062082,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",359,"-9999",0.897714285714286,188.300127988386,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",715,"-9999",0.897714285714286,869.889679320908,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",800,"-9999",0.897714285714286,1111.7912479561,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",590,"-9999",0.897714285714286,570.170213515548,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",715,"-9999",0.897714285714286,869.889679320908,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",677,"-9999",0.897714285714286,771.748497177231,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",92,"-9999",0.897714285714286,8.04601625417065,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",153,"-9999",0.897714285714286,26.6562330680525,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",697,"-9999",0.897714285714286,822.633666674628,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",808,"-9999",0.897714285714286,1136.15638632469,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",752,"-9999",0.897714285714286,971.378994538628,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",30,"-9999",0.897714285714286,0.528421179497955,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",686,"-9999",0.897714285714286,794.435802204791,c(-81.03234716, 25.37702258)
"SRS5",2008-02-25,2008-01-01,"R",599,"-9999",0.897714285714286,589.537931175925,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",513,"-9999",0.897714285714286,418.370244739636,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",1,"-9999",0.897714285714286,6.69742011675725e-05,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",317,"-9999",0.897714285714286,142.168137878484,c(-81.03234716, 25.37702258)
"SRS5",2009-11-19,2009-01-01,"R",501,"-9999",0.897714285714286,396.942952026165,c(-81.03234716, 25.37702258)
